RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
IMPOSSIBLE  | Find something curved, smooth, cold and spotted  ||  Найди что-нибудь изогнутое, гладкое, холодное и пятнистое  ||  Atrodi kaut ko izliektu, gludu, aukstu un raibu  ||  Finde etwas Gebogenes, Glattes, Kaltes und Gepunktetes
IMPOSSIBLE  | Find something brown, curved, big and striped  ||  Найди что-нибудь коричневое, изогнутое, большое и полосатое  ||  Atrodi kaut ko brūnu, izliektu, lielu un svītrainu  ||  Finde etwas Braunes, Gebogenes, Grosses und Gestreiftes
IMPOSSIBLE  | Find something white, pointy, sticky and plain  ||  Найди что-нибудь белое, острое, липкое и однотонное  ||  Atrodi kaut ko baltu, asu, lipīgu un vienkrāsainu  ||  Finde etwas Weisses, Spitzes, Klebriges und Einfarbiges
IMPOSSIBLE  | Find something red, big, fluffy and sparkly  ||  Найди что-нибудь красное, большое, пушистое и сверкающее  ||  Atrodi kaut ko sarkanu, lielu, pūkainu un mirdzošu  ||  Finde etwas Rotes, Grosses, Flauschiges und Funkelndes
IMPOSSIBLE  | Find something light blue, oval, rough and striped  ||  Найди что-нибудь голубое, овальное, шершавое и полосатое  ||  Atrodi kaut ko gaišzilu, ovālu, raupju un svītrainu  ||  Finde etwas Hellblaues, Ovales, Raues und Gestreiftes
IMPOSSIBLE  | Find something round, narrow, hard and plain  ||  Найди что-нибудь круглое, узкое, твёрдое и однотонное  ||  Atrodi kaut ko apaļu, šauru, cietu un vienkrāsainu  ||  Finde etwas Rundes, Schmales, Hartes und Einfarbiges
IMPOSSIBLE  | Find something green, wide, soft and matte  ||  Найди что-нибудь зелёное, широкое, мягкое и матовое  ||  Atrodi kaut ko zaļu, platu, mīkstu un matētu  ||  Finde etwas Gruenes, Breites, Weiches und Mattes
IMPOSSIBLE  | Find something white, thin, soft and light  ||  Найди что-нибудь белое, тонкое, мягкое и лёгкое  ||  Atrodi kaut ko baltu, plānu, mīkstu un vieglu  ||  Finde etwas Weisses, Duennes, Weiches und Leichtes
IMPOSSIBLE  | Find something red, transparent, light and spotted  ||  Найди что-нибудь красное, прозрачное, лёгкое и пятнистое  ||  Atrodi kaut ko sarkanu, caurspīdīgu, vieglu un raibu  ||  Finde etwas Rotes, Durchsichtiges, Leichtes und Gepunktetes
IMPOSSIBLE  | Find something purple, round, narrow and cold  ||  Найди что-нибудь фиолетовое, круглое, узкое и холодное  ||  Atrodi kaut ko violetu, apaļu, šauru un aukstu  ||  Finde etwas Lila, Rundes, Schmales und Kaltes
IMPOSSIBLE  | Find something green, oval, tiny and shiny  ||  Найди что-нибудь зелёное, овальное, крошечное и блестящее  ||  Atrodi kaut ko zaļu, ovālu, sīku un spīdīgu  ||  Finde etwas Gruenes, Ovales, Winziges und Glaenzendes
IMPOSSIBLE  | Find something white, tiny, transparent and warm  ||  Найди что-нибудь белое, крошечное, прозрачное и тёплое  ||  Atrodi kaut ko baltu, sīku, caurspīdīgu un siltu  ||  Finde etwas Weisses, Winziges, Durchsichtiges und Warmes
IMPOSSIBLE  | Find something grey, long, wet and heavy  ||  Найди что-нибудь серое, длинное, мокрое и тяжёлое  ||  Atrodi kaut ko pelēku, garu, slapju un smagu  ||  Finde etwas Graues, Langes, Nasses und Schweres
IMPOSSIBLE  | Find something smooth, transparent, cold and spotted  ||  Найди что-нибудь гладкое, прозрачное, холодное и пятнистое  ||  Atrodi kaut ko gludu, caurspīdīgu, aukstu un raibu  ||  Finde etwas Glattes, Durchsichtiges, Kaltes und Gepunktetes
IMPOSSIBLE  | Find something light blue, pointy, narrow and sticky  ||  Найди что-нибудь голубое, острое, узкое и липкое  ||  Atrodi kaut ko gaišzilu, asu, šauru un lipīgu  ||  Finde etwas Hellblaues, Spitzes, Schmales und Klebriges
IMPOSSIBLE  | Find something black, smooth, shiny and heavy  ||  Найди что-нибудь чёрное, гладкое, блестящее и тяжёлое  ||  Atrodi kaut ko melnu, gludu, spīdīgu un smagu  ||  Finde etwas Schwarzes, Glattes, Glaenzendes und Schweres
IMPOSSIBLE  | Find something purple, thick, small and transparent  ||  Найди что-нибудь фиолетовое, толстое, маленькое и прозрачное  ||  Atrodi kaut ko violetu, biezu, mazu un caurspīdīgu  ||  Finde etwas Lila, Dickes, Kleines und Durchsichtiges
IMPOSSIBLE  | Find something blue, thin, matte and warm  ||  Найди что-нибудь синее, тонкое, матовое и тёплое  ||  Atrodi kaut ko zilu, plānu, matētu un siltu  ||  Finde etwas Blaues, Duennes, Mattes und Warmes
IMPOSSIBLE  | Find something black, flat, fluffy and shiny  ||  Найди что-нибудь чёрное, плоское, пушистое и блестящее  ||  Atrodi kaut ko melnu, plakanu, pūkainu un spīdīgu  ||  Finde etwas Schwarzes, Flaches, Flauschiges und Glaenzendes
IMPOSSIBLE  | Find something thick, narrow, sticky and striped  ||  Найди что-нибудь толстое, узкое, липкое и полосатое  ||  Atrodi kaut ko biezu, šauru, lipīgu un svītrainu  ||  Finde etwas Dickes, Schmales, Klebriges und Gestreiftes
IMPOSSIBLE  | Find something round, huge, fluffy and striped  ||  Найди что-нибудь круглое, огромное, пушистое и полосатое  ||  Atrodi kaut ko apaļu, milzīgu, pūkainu un svītrainu  ||  Finde etwas Rundes, Riesiges, Flauschiges und Gestreiftes
IMPOSSIBLE  | Find something small, hard, cold and spotted  ||  Найди что-нибудь маленькое, твёрдое, холодное и пятнистое  ||  Atrodi kaut ko mazu, cietu, aukstu un raibu  ||  Finde etwas Kleines, Hartes, Kaltes und Gepunktetes
IMPOSSIBLE  | Find something short, tiny, dry and matte  ||  Найди что-нибудь короткое, крошечное, сухое и матовое  ||  Atrodi kaut ko īsu, sīku, sausu un matētu  ||  Finde etwas Kurzes, Winziges, Trockenes und Mattes
IMPOSSIBLE  | Find something black, narrow, soft and shiny  ||  Найди что-нибудь чёрное, узкое, мягкое и блестящее  ||  Atrodi kaut ko melnu, šauru, mīkstu un spīdīgu  ||  Finde etwas Schwarzes, Schmales, Weiches und Glaenzendes
IMPOSSIBLE  | Find something brown, thick, soft and matte  ||  Найди что-нибудь коричневое, толстое, мягкое и матовое  ||  Atrodi kaut ko brūnu, biezu, mīkstu un matētu  ||  Finde etwas Braunes, Dickes, Weiches und Mattes
IMPOSSIBLE  | Find something pink, thin, soft and shiny  ||  Найди что-нибудь розовое, тонкое, мягкое и блестящее  ||  Atrodi kaut ko rozā, plānu, mīkstu un spīdīgu  ||  Finde etwas Rosa, Duennes, Weiches und Glaenzendes
IMPOSSIBLE  | Find something pink, soft, transparent and spotted  ||  Найди что-нибудь розовое, мягкое, прозрачное и пятнистое  ||  Atrodi kaut ko rozā, mīkstu, caurspīdīgu un raibu  ||  Finde etwas Rosa, Weiches, Durchsichtiges und Gepunktetes
IMPOSSIBLE  | Find something purple, soft, matte and cold  ||  Найди что-нибудь фиолетовое, мягкое, матовое и холодное  ||  Atrodi kaut ko violetu, mīkstu, matētu un aukstu  ||  Finde etwas Lila, Weiches, Mattes und Kaltes
IMPOSSIBLE  | Find something light blue, thick, narrow and spotted  ||  Найди что-нибудь голубое, толстое, узкое и пятнистое  ||  Atrodi kaut ko gaišzilu, biezu, šauru un raibu  ||  Finde etwas Hellblaues, Dickes, Schmales und Gepunktetes
IMPOSSIBLE  | Find something light blue, thin, huge and wet  ||  Найди что-нибудь голубое, тонкое, огромное и мокрое  ||  Atrodi kaut ko gaišzilu, plānu, milzīgu un slapju  ||  Finde etwas Hellblaues, Duennes, Riesiges und Nasses
IMPOSSIBLE  | Find something pink, short, tiny and spotted  ||  Найди что-нибудь розовое, короткое, крошечное и пятнистое  ||  Atrodi kaut ko rozā, īsu, sīku un raibu  ||  Finde etwas Rosa, Kurzes, Winziges und Gepunktetes
IMPOSSIBLE  | Find something pink, curved, wide and sparkly  ||  Найди что-нибудь розовое, изогнутое, широкое и сверкающее  ||  Atrodi kaut ko rozā, izliektu, platu un mirdzošu  ||  Finde etwas Rosa, Gebogenes, Breites und Funkelndes
IMPOSSIBLE  | Find something short, narrow, fluffy and shiny  ||  Найди что-нибудь короткое, узкое, пушистое и блестящее  ||  Atrodi kaut ko īsu, šauru, pūkainu un spīdīgu  ||  Finde etwas Kurzes, Schmales, Flauschiges und Glaenzendes
IMPOSSIBLE  | Find something light blue, curved, tiny and light  ||  Найди что-нибудь голубое, изогнутое, крошечное и лёгкое  ||  Atrodi kaut ko gaišzilu, izliektu, sīku un vieglu  ||  Finde etwas Hellblaues, Gebogenes, Winziges und Leichtes
IMPOSSIBLE  | Find something brown, long, dry and light  ||  Найди что-нибудь коричневое, длинное, сухое и лёгкое  ||  Atrodi kaut ko brūnu, garu, sausu un vieglu  ||  Finde etwas Braunes, Langes, Trockenes und Leichtes
IMPOSSIBLE  | Find something purple, square, wide and cold  ||  Найди что-нибудь фиолетовое, квадратное, широкое и холодное  ||  Atrodi kaut ko violetu, kvadrātisku, platu un aukstu  ||  Finde etwas Lila, Quadratisches, Breites und Kaltes
IMPOSSIBLE  | Find something pink, curved, huge and wet  ||  Найди что-нибудь розовое, изогнутое, огромное и мокрое  ||  Atrodi kaut ko rozā, izliektu, milzīgu un slapju  ||  Finde etwas Rosa, Gebogenes, Riesiges und Nasses
IMPOSSIBLE  | Find something red, round, light and striped  ||  Найди что-нибудь красное, круглое, лёгкое и полосатое  ||  Atrodi kaut ko sarkanu, apaļu, vieglu un svītrainu  ||  Finde etwas Rotes, Rundes, Leichtes und Gestreiftes
IMPOSSIBLE  | Find something grey, curved, narrow and heavy  ||  Найди что-нибудь серое, изогнутое, узкое и тяжёлое  ||  Atrodi kaut ko pelēku, izliektu, šauru un smagu  ||  Finde etwas Graues, Gebogenes, Schmales und Schweres
IMPOSSIBLE  | Find something huge, dry, shiny and warm  ||  Найди что-нибудь огромное, сухое, блестящее и тёплое  ||  Atrodi kaut ko milzīgu, sausu, spīdīgu un siltu  ||  Finde etwas Riesiges, Trockenes, Glaenzendes und Warmes
IMPOSSIBLE  | Find something pink, wide, dry and spotted  ||  Найди что-нибудь розовое, широкое, сухое и пятнистое  ||  Atrodi kaut ko rozā, platu, sausu un raibu  ||  Finde etwas Rosa, Breites, Trockenes und Gepunktetes
IMPOSSIBLE  | Find something purple, round, shiny and striped  ||  Найди что-нибудь фиолетовое, круглое, блестящее и полосатое  ||  Atrodi kaut ko violetu, apaļu, spīdīgu un svītrainu  ||  Finde etwas Lila, Rundes, Glaenzendes und Gestreiftes
IMPOSSIBLE  | Find something long, transparent, light and plain  ||  Найди что-нибудь длинное, прозрачное, лёгкое и однотонное  ||  Atrodi kaut ko garu, caurspīdīgu, vieglu un vienkrāsainu  ||  Finde etwas Langes, Durchsichtiges, Leichtes und Einfarbiges
IMPOSSIBLE  | Find something thin, narrow, transparent and spotted  ||  Найди что-нибудь тонкое, узкое, прозрачное и пятнистое  ||  Atrodi kaut ko plānu, šauru, caurspīdīgu un raibu  ||  Finde etwas Duennes, Schmales, Durchsichtiges und Gepunktetes
IMPOSSIBLE  | Find something silver, round, big and fluffy  ||  Найди что-нибудь серебряное, круглое, большое и пушистое  ||  Atrodi kaut ko sudrabainu, apaļu, lielu un pūkainu  ||  Finde etwas Silbernes, Rundes, Grosses und Flauschiges
IMPOSSIBLE  | Find something purple, pointy, wide and wet  ||  Найди что-нибудь фиолетовое, острое, широкое и мокрое  ||  Atrodi kaut ko violetu, asu, platu un slapju  ||  Finde etwas Lila, Spitzes, Breites und Nasses
IMPOSSIBLE  | Find something soft, shiny, warm and striped  ||  Найди что-нибудь мягкое, блестящее, тёплое и полосатое  ||  Atrodi kaut ko mīkstu, spīdīgu, siltu un svītrainu  ||  Finde etwas Weiches, Glaenzendes, Warmes und Gestreiftes
IMPOSSIBLE  | Find something thin, smooth, matte and spotted  ||  Найди что-нибудь тонкое, гладкое, матовое и пятнистое  ||  Atrodi kaut ko plānu, gludu, matētu un raibu  ||  Finde etwas Duennes, Glattes, Mattes und Gepunktetes
IMPOSSIBLE  | Find something black, wet, cold and striped  ||  Найди что-нибудь чёрное, мокрое, холодное и полосатое  ||  Atrodi kaut ko melnu, slapju, aukstu un svītrainu  ||  Finde etwas Schwarzes, Nasses, Kaltes und Gestreiftes
IMPOSSIBLE  | Find something square, transparent, light and plain  ||  Найди что-нибудь квадратное, прозрачное, лёгкое и однотонное  ||  Atrodi kaut ko kvadrātisku, caurspīdīgu, vieglu un vienkrāsainu  ||  Finde etwas Quadratisches, Durchsichtiges, Leichtes und Einfarbiges
IMPOSSIBLE  | Find something curved, tiny, rough and striped  ||  Найди что-нибудь изогнутое, крошечное, шершавое и полосатое  ||  Atrodi kaut ko izliektu, sīku, raupju un svītrainu  ||  Finde etwas Gebogenes, Winziges, Raues und Gestreiftes
IMPOSSIBLE  | Find something orange, pointy, matte and light  ||  Найди что-нибудь оранжевое, острое, матовое и лёгкое  ||  Atrodi kaut ko oranžu, asu, matētu un vieglu  ||  Finde etwas Oranges, Spitzes, Mattes und Leichtes
IMPOSSIBLE  | Find something black, soft, light and spotted  ||  Найди что-нибудь чёрное, мягкое, лёгкое и пятнистое  ||  Atrodi kaut ko melnu, mīkstu, vieglu un raibu  ||  Finde etwas Schwarzes, Weiches, Leichtes und Gepunktetes
IMPOSSIBLE  | Find something short, huge, transparent and plain  ||  Найди что-нибудь короткое, огромное, прозрачное и однотонное  ||  Atrodi kaut ko īsu, milzīgu, caurspīdīgu un vienkrāsainu  ||  Finde etwas Kurzes, Riesiges, Durchsichtiges und Einfarbiges
IMPOSSIBLE  | Find something thick, wide, cold and plain  ||  Найди что-нибудь толстое, широкое, холодное и однотонное  ||  Atrodi kaut ko biezu, platu, aukstu un vienkrāsainu  ||  Finde etwas Dickes, Breites, Kaltes und Einfarbiges
IMPOSSIBLE  | Find something black, flat, soft and heavy  ||  Найди что-нибудь чёрное, плоское, мягкое и тяжёлое  ||  Atrodi kaut ko melnu, plakanu, mīkstu un smagu  ||  Finde etwas Schwarzes, Flaches, Weiches und Schweres
IMPOSSIBLE  | Find something short, sparkly, light and plain  ||  Найди что-нибудь короткое, сверкающее, лёгкое и однотонное  ||  Atrodi kaut ko īsu, mirdzošu, vieglu un vienkrāsainu  ||  Finde etwas Kurzes, Funkelndes, Leichtes und Einfarbiges
IMPOSSIBLE  | Find something golden, square, huge and shiny  ||  Найди что-нибудь золотое, квадратное, огромное и блестящее  ||  Atrodi kaut ko zeltainu, kvadrātisku, milzīgu un spīdīgu  ||  Finde etwas Goldenes, Quadratisches, Riesiges und Glaenzendes
IMPOSSIBLE  | Find something black, small, soft and heavy  ||  Найди что-нибудь чёрное, маленькое, мягкое и тяжёлое  ||  Atrodi kaut ko melnu, mazu, mīkstu un smagu  ||  Finde etwas Schwarzes, Kleines, Weiches und Schweres
IMPOSSIBLE  | Find something blue, pointy, shiny and striped  ||  Найди что-нибудь синее, острое, блестящее и полосатое  ||  Atrodi kaut ko zilu, asu, spīdīgu un svītrainu  ||  Finde etwas Blaues, Spitzes, Glaenzendes und Gestreiftes
IMPOSSIBLE  | Find something orange, long, huge and sticky  ||  Найди что-нибудь оранжевое, длинное, огромное и липкое  ||  Atrodi kaut ko oranžu, garu, milzīgu un lipīgu  ||  Finde etwas Oranges, Langes, Riesiges und Klebriges
IMPOSSIBLE  | Find something green, pointy, narrow and transparent  ||  Найди что-нибудь зелёное, острое, узкое и прозрачное  ||  Atrodi kaut ko zaļu, asu, šauru un caurspīdīgu  ||  Finde etwas Gruenes, Spitzes, Schmales und Durchsichtiges
IMPOSSIBLE  | Find something curved, big, sparkly and striped  ||  Найди что-нибудь изогнутое, большое, сверкающее и полосатое  ||  Atrodi kaut ko izliektu, lielu, mirdzošu un svītrainu  ||  Finde etwas Gebogenes, Grosses, Funkelndes und Gestreiftes
IMPOSSIBLE  | Find something silver, thick, huge and sticky  ||  Найди что-нибудь серебряное, толстое, огромное и липкое  ||  Atrodi kaut ko sudrabainu, biezu, milzīgu un lipīgu  ||  Finde etwas Silbernes, Dickes, Riesiges und Klebriges
IMPOSSIBLE  | Find something green, round, small and wet  ||  Найди что-нибудь зелёное, круглое, маленькое и мокрое  ||  Atrodi kaut ko zaļu, apaļu, mazu un slapju  ||  Finde etwas Gruenes, Rundes, Kleines und Nasses
IMPOSSIBLE  | Find something thin, huge, shiny and heavy  ||  Найди что-нибудь тонкое, огромное, блестящее и тяжёлое  ||  Atrodi kaut ko plānu, milzīgu, spīdīgu un smagu  ||  Finde etwas Duennes, Riesiges, Glaenzendes und Schweres
IMPOSSIBLE  | Find something white, thick, narrow and sparkly  ||  Найди что-нибудь белое, толстое, узкое и сверкающее  ||  Atrodi kaut ko baltu, biezu, šauru un mirdzošu  ||  Finde etwas Weisses, Dickes, Schmales und Funkelndes
IMPOSSIBLE  | Find something yellow, thick, hard and spotted  ||  Найди что-нибудь жёлтое, толстое, твёрдое и пятнистое  ||  Atrodi kaut ko dzeltenu, biezu, cietu un raibu  ||  Finde etwas Gelbes, Dickes, Hartes und Gepunktetes
IMPOSSIBLE  | Find something red, narrow, fluffy and striped  ||  Найди что-нибудь красное, узкое, пушистое и полосатое  ||  Atrodi kaut ko sarkanu, šauru, pūkainu un svītrainu  ||  Finde etwas Rotes, Schmales, Flauschiges und Gestreiftes
IMPOSSIBLE  | Find something purple, oval, wet and light  ||  Найди что-нибудь фиолетовое, овальное, мокрое и лёгкое  ||  Atrodi kaut ko violetu, ovālu, slapju un vieglu  ||  Finde etwas Lila, Ovales, Nasses und Leichtes
IMPOSSIBLE  | Find something white, oval, transparent and cold  ||  Найди что-нибудь белое, овальное, прозрачное и холодное  ||  Atrodi kaut ko baltu, ovālu, caurspīdīgu un aukstu  ||  Finde etwas Weisses, Ovales, Durchsichtiges und Kaltes
IMPOSSIBLE  | Find something red, flat, dry and striped  ||  Найди что-нибудь красное, плоское, сухое и полосатое  ||  Atrodi kaut ko sarkanu, plakanu, sausu un svītrainu  ||  Finde etwas Rotes, Flaches, Trockenes und Gestreiftes
IMPOSSIBLE  | Find something yellow, long, fluffy and matte  ||  Найди что-нибудь жёлтое, длинное, пушистое и матовое  ||  Atrodi kaut ko dzeltenu, garu, pūkainu un matētu  ||  Finde etwas Gelbes, Langes, Flauschiges und Mattes
IMPOSSIBLE  | Find something brown, thin, dry and shiny  ||  Найди что-нибудь коричневое, тонкое, сухое и блестящее  ||  Atrodi kaut ko brūnu, plānu, sausu un spīdīgu  ||  Finde etwas Braunes, Duennes, Trockenes und Glaenzendes
IMPOSSIBLE  | Find something white, curved, narrow and matte  ||  Найди что-нибудь белое, изогнутое, узкое и матовое  ||  Atrodi kaut ko baltu, izliektu, šauru un matētu  ||  Finde etwas Weisses, Gebogenes, Schmales und Mattes
IMPOSSIBLE  | Find something brown, oval, hard and transparent  ||  Найди что-нибудь коричневое, овальное, твёрдое и прозрачное  ||  Atrodi kaut ko brūnu, ovālu, cietu un caurspīdīgu  ||  Finde etwas Braunes, Ovales, Hartes und Durchsichtiges
IMPOSSIBLE  | Find something golden, long, narrow and transparent  ||  Найди что-нибудь золотое, длинное, узкое и прозрачное  ||  Atrodi kaut ko zeltainu, garu, šauru un caurspīdīgu  ||  Finde etwas Goldenes, Langes, Schmales und Durchsichtiges
IMPOSSIBLE  | Find something green, curved, wide and fluffy  ||  Найди что-нибудь зелёное, изогнутое, широкое и пушистое  ||  Atrodi kaut ko zaļu, izliektu, platu un pūkainu  ||  Finde etwas Gruenes, Gebogenes, Breites und Flauschiges
IMPOSSIBLE  | Find something purple, short, shiny and plain  ||  Найди что-нибудь фиолетовое, короткое, блестящее и однотонное  ||  Atrodi kaut ko violetu, īsu, spīdīgu un vienkrāsainu  ||  Finde etwas Lila, Kurzes, Glaenzendes und Einfarbiges
IMPOSSIBLE  | Find something yellow, soft, sparkly and striped  ||  Найди что-нибудь жёлтое, мягкое, сверкающее и полосатое  ||  Atrodi kaut ko dzeltenu, mīkstu, mirdzošu un svītrainu  ||  Finde etwas Gelbes, Weiches, Funkelndes und Gestreiftes
IMPOSSIBLE  | Find something flat, huge, wet and plain  ||  Найди что-нибудь плоское, огромное, мокрое и однотонное  ||  Atrodi kaut ko plakanu, milzīgu, slapju un vienkrāsainu  ||  Finde etwas Flaches, Riesiges, Nasses und Einfarbiges
IMPOSSIBLE  | Find something light blue, huge, sparkly and warm  ||  Найди что-нибудь голубое, огромное, сверкающее и тёплое  ||  Atrodi kaut ko gaišzilu, milzīgu, mirdzošu un siltu  ||  Finde etwas Hellblaues, Riesiges, Funkelndes und Warmes
IMPOSSIBLE  | Find something round, hard, sparkly and warm  ||  Найди что-нибудь круглое, твёрдое, сверкающее и тёплое  ||  Atrodi kaut ko apaļu, cietu, mirdzošu un siltu  ||  Finde etwas Rundes, Hartes, Funkelndes und Warmes
IMPOSSIBLE  | Find something brown, big, hard and cold  ||  Найди что-нибудь коричневое, большое, твёрдое и холодное  ||  Atrodi kaut ko brūnu, lielu, cietu un aukstu  ||  Finde etwas Braunes, Grosses, Hartes und Kaltes
IMPOSSIBLE  | Find something purple, sticky, transparent and cold  ||  Найди что-нибудь фиолетовое, липкое, прозрачное и холодное  ||  Atrodi kaut ko violetu, lipīgu, caurspīdīgu un aukstu  ||  Finde etwas Lila, Klebriges, Durchsichtiges und Kaltes
IMPOSSIBLE  | Find something brown, oval, shiny and spotted  ||  Найди что-нибудь коричневое, овальное, блестящее и пятнистое  ||  Atrodi kaut ko brūnu, ovālu, spīdīgu un raibu  ||  Finde etwas Braunes, Ovales, Glaenzendes und Gepunktetes
IMPOSSIBLE  | Find something blue, flat, tiny and sticky  ||  Найди что-нибудь синее, плоское, крошечное и липкое  ||  Atrodi kaut ko zilu, plakanu, sīku un lipīgu  ||  Finde etwas Blaues, Flaches, Winziges und Klebriges
IMPOSSIBLE  | Find something brown, long, sparkly and warm  ||  Найди что-нибудь коричневое, длинное, сверкающее и тёплое  ||  Atrodi kaut ko brūnu, garu, mirdzošu un siltu  ||  Finde etwas Braunes, Langes, Funkelndes und Warmes
IMPOSSIBLE  | Find something pink, pointy, soft and warm  ||  Найди что-нибудь розовое, острое, мягкое и тёплое  ||  Atrodi kaut ko rozā, asu, mīkstu un siltu  ||  Finde etwas Rosa, Spitzes, Weiches und Warmes
IMPOSSIBLE  | Find something grey, wide, soft and warm  ||  Найди что-нибудь серое, широкое, мягкое и тёплое  ||  Atrodi kaut ko pelēku, platu, mīkstu un siltu  ||  Finde etwas Graues, Breites, Weiches und Warmes
IMPOSSIBLE  | Find something black, wet, light and plain  ||  Найди что-нибудь чёрное, мокрое, лёгкое и однотонное  ||  Atrodi kaut ko melnu, slapju, vieglu un vienkrāsainu  ||  Finde etwas Schwarzes, Nasses, Leichtes und Einfarbiges
IMPOSSIBLE  | Find something flat, smooth, transparent and light  ||  Найди что-нибудь плоское, гладкое, прозрачное и лёгкое  ||  Atrodi kaut ko plakanu, gludu, caurspīdīgu un vieglu  ||  Finde etwas Flaches, Glattes, Durchsichtiges und Leichtes
IMPOSSIBLE  | Find something purple, short, fluffy and striped  ||  Найди что-нибудь фиолетовое, короткое, пушистое и полосатое  ||  Atrodi kaut ko violetu, īsu, pūkainu un svītrainu  ||  Finde etwas Lila, Kurzes, Flauschiges und Gestreiftes
IMPOSSIBLE  | Find something silver, flat, huge and warm  ||  Найди что-нибудь серебряное, плоское, огромное и тёплое  ||  Atrodi kaut ko sudrabainu, plakanu, milzīgu un siltu  ||  Finde etwas Silbernes, Flaches, Riesiges und Warmes
IMPOSSIBLE  | Find something brown, long, fluffy and transparent  ||  Найди что-нибудь коричневое, длинное, пушистое и прозрачное  ||  Atrodi kaut ko brūnu, garu, pūkainu un caurspīdīgu  ||  Finde etwas Braunes, Langes, Flauschiges und Durchsichtiges
IMPOSSIBLE  | Find something light blue, pointy, narrow and wet  ||  Найди что-нибудь голубое, острое, узкое и мокрое  ||  Atrodi kaut ko gaišzilu, asu, šauru un slapju  ||  Finde etwas Hellblaues, Spitzes, Schmales und Nasses
IMPOSSIBLE  | Find something golden, pointy, narrow and warm  ||  Найди что-нибудь золотое, острое, узкое и тёплое  ||  Atrodi kaut ko zeltainu, asu, šauru un siltu  ||  Finde etwas Goldenes, Spitzes, Schmales und Warmes
IMPOSSIBLE  | Find something square, big, dry and cold  ||  Найди что-нибудь квадратное, большое, сухое и холодное  ||  Atrodi kaut ko kvadrātisku, lielu, sausu un aukstu  ||  Finde etwas Quadratisches, Grosses, Trockenes und Kaltes
IMPOSSIBLE  | Find something brown, pointy, wet and light  ||  Найди что-нибудь коричневое, острое, мокрое и лёгкое  ||  Atrodi kaut ko brūnu, asu, slapju un vieglu  ||  Finde etwas Braunes, Spitzes, Nasses und Leichtes
IMPOSSIBLE  | Find something thin, sticky, matte and warm  ||  Найди что-нибудь тонкое, липкое, матовое и тёплое  ||  Atrodi kaut ko plānu, lipīgu, matētu un siltu  ||  Finde etwas Duennes, Klebriges, Mattes und Warmes
IMPOSSIBLE  | Find something silver, narrow, dry and matte  ||  Найди что-нибудь серебряное, узкое, сухое и матовое  ||  Atrodi kaut ko sudrabainu, šauru, sausu un matētu  ||  Finde etwas Silbernes, Schmales, Trockenes und Mattes
IMPOSSIBLE  | Find something grey, thin, small and cold  ||  Найди что-нибудь серое, тонкое, маленькое и холодное  ||  Atrodi kaut ko pelēku, plānu, mazu un aukstu  ||  Finde etwas Graues, Duennes, Kleines und Kaltes
IMPOSSIBLE  | Find something brown, big, wet and spotted  ||  Найди что-нибудь коричневое, большое, мокрое и пятнистое  ||  Atrodi kaut ko brūnu, lielu, slapju un raibu  ||  Finde etwas Braunes, Grosses, Nasses und Gepunktetes
IMPOSSIBLE  | Find something red, round, hard and spotted  ||  Найди что-нибудь красное, круглое, твёрдое и пятнистое  ||  Atrodi kaut ko sarkanu, apaļu, cietu un raibu  ||  Finde etwas Rotes, Rundes, Hartes und Gepunktetes
IMPOSSIBLE  | Find something light blue, huge, smooth and shiny  ||  Найди что-нибудь голубое, огромное, гладкое и блестящее  ||  Atrodi kaut ko gaišzilu, milzīgu, gludu un spīdīgu  ||  Finde etwas Hellblaues, Riesiges, Glattes und Glaenzendes
IMPOSSIBLE  | Find something square, wide, hard and shiny  ||  Найди что-нибудь квадратное, широкое, твёрдое и блестящее  ||  Atrodi kaut ko kvadrātisku, platu, cietu un spīdīgu  ||  Finde etwas Quadratisches, Breites, Hartes und Glaenzendes
IMPOSSIBLE  | Find something red, oval, sticky and shiny  ||  Найди что-нибудь красное, овальное, липкое и блестящее  ||  Atrodi kaut ko sarkanu, ovālu, lipīgu un spīdīgu  ||  Finde etwas Rotes, Ovales, Klebriges und Glaenzendes
IMPOSSIBLE  | Find something square, dry, cold and plain  ||  Найди что-нибудь квадратное, сухое, холодное и однотонное  ||  Atrodi kaut ko kvadrātisku, sausu, aukstu un vienkrāsainu  ||  Finde etwas Quadratisches, Trockenes, Kaltes und Einfarbiges
IMPOSSIBLE  | Find something thick, huge, matte and cold  ||  Найди что-нибудь толстое, огромное, матовое и холодное  ||  Atrodi kaut ko biezu, milzīgu, matētu un aukstu  ||  Finde etwas Dickes, Riesiges, Mattes und Kaltes
IMPOSSIBLE  | Find something pointy, dry, shiny and spotted  ||  Найди что-нибудь острое, сухое, блестящее и пятнистое  ||  Atrodi kaut ko asu, sausu, spīdīgu un raibu  ||  Finde etwas Spitzes, Trockenes, Glaenzendes und Gepunktetes
IMPOSSIBLE  | Find something thick, huge, sticky and spotted  ||  Найди что-нибудь толстое, огромное, липкое и пятнистое  ||  Atrodi kaut ko biezu, milzīgu, lipīgu un raibu  ||  Finde etwas Dickes, Riesiges, Klebriges und Gepunktetes
